line_no,FAIL_CODE,lot_no,sold_to,qty_mt,reason
149,ZERO_QTY,2200034538,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034538: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
150,ZERO_QTY,2200034538,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034538: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
151,ZERO_QTY,2200034538,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034538: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
152,ZERO_QTY,2200034539,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034539: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
153,ZERO_QTY,2200034539,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034539: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
154,ZERO_QTY,2200034539,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034539: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
155,ZERO_QTY,2200034539,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034539: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
156,ZERO_QTY,2200034540,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034540: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
157,ZERO_QTY,2200034540,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034540: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
158,ZERO_QTY,2200034540,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034540: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
159,ZERO_QTY,2200034540,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034540: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
160,ZERO_QTY,2200034541,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034541: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
161,ZERO_QTY,2200034544,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034544: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
162,ZERO_QTY,2200034547,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034547: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
163,ZERO_QTY,2200034550,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034550: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
164,ZERO_QTY,2200034526,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034526: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
165,ZERO_QTY,2200034536,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034536: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
166,ZERO_QTY,2200034524,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034524: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
167,ZERO_QTY,2200034506,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034506: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
168,ZERO_QTY,2200034549,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034549: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
169,ZERO_QTY,2200034501,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034501: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
170,ZERO_QTY,2200034517,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034517: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
171,ZERO_QTY,2200034535,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034535: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
172,ZERO_QTY,2200034508,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034508: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
173,ZERO_QTY,2200034530,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034530: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
174,ZERO_QTY,2200034545,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034545: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
175,ZERO_QTY,2200034541,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034541: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
176,ZERO_QTY,2200034525,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034525: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
